Id,SalePrice
1601,65986.0
1602,102982.0
1603,91868.0
1604,253826.0
1605,247569.0
1606,161046.0
1607,217190.0
1608,217968.0
1609,200498.0
1610,152473.0
1611,148081.0
1612,176355.0
1613,167056.0
1614,126326.0
1615,83958.0
1616,83958.0
1617,93033.0
1618,123712.0
1619,129953.0
1620,205201.0
1621,139023.0
1622,140405.0
1623,269433.0
1624,193943.0
1625,129875.0
1626,173814.0
1627,176543.0
1628,279341.0
1629,179064.0
1630,356969.0
1631,235860.0
1632,251140.0
1633,164437.0
1634,177612.0
1635,172889.0
1636,165121.0
1637,180973.0
1638,224022.0
1639,187684.0
1640,257256.0
1641,177100.0
1642,210547.0
1643,230517.0
1644,227434.0
1645,166040.0
1646,153292.0
1647,176144.0
1648,149342.0
1649,133894.0
1650,118260.0
1651,118260.0
1652,107670.0
1653,107670.0
1654,168136.0
1655,169759.0
1656,161261.0
1657,168790.0
1658,161261.0
1659,156032.0
1660,132720.0
1661,456328.0
1662,456609.0
1663,361625.0
1664,539499.0
1665,350366.0
1666,280680.0
1667,343405.0
1668,350366.0
1669,297345.0
1670,354713.0
1671,238163.0
1672,439792.0
1673,307006.0
1674,262085.0
1675,175538.0
1676,175538.0
1677,195221.0
1678,453831.0
1679,334433.0
1680,353155.0
1681,293480.0
1682,282437.0
1683,194064.0
1684,178886.0
1685,171652.0
1686,183799.0
1687,164437.0
1688,188932.0
1689,189448.0
1690,179114.0
1691,170541.0
1692,270710.0
1693,164437.0
1694,173678.0
1695,171619.0
1696,274367.0
1697,171619.0
1698,380646.0
1699,303167.0
1700,237107.0
1701,267984.0
1702,306285.0
1703,295459.0
1704,290257.0
1705,237145.0
1706,466099.0
1707,222105.0
1708,209715.0
1709,299937.0
1710,227128.0
1711,246055.0
1712,294975.0
1713,242986.0
1714,218298.0
1715,194481.0
1716,183283.0
1717,177665.0
1718,147635.0
1719,206418.0
1720,259294.0
1721,176380.0
1722,138583.0
1723,151040.0
1724,231142.0
1725,237340.0
1726,183236.0
1727,172161.0
1728,185547.0
1729,155296.0
1730,165660.0
1731,132010.0
1732,128827.0
1733,123367.0
1734,133213.0
1735,125783.0
1736,125783.0
1737,306544.0
1738,199820.0
1739,322527.0
1740,237932.0
1741,176057.0
1742,172889.0
1743,177651.0
1744,246036.0
1745,237639.0
1746,243206.0
1747,219094.0
1748,206525.0
1749,153114.0
1750,145704.0
1751,225633.0
1752,123367.0
1753,176738.0
1754,237801.0
1755,159651.0
1756,119646.0
1757,123367.0
1758,140113.0
1759,155325.0
1760,155393.0
1761,153745.0
1762,174491.0
1763,173409.0
1764,124318.0
1765,192939.0
1766,175137.0
1767,186075.0
1768,141348.0
1769,179195.0
1770,136984.0
1771,141761.0
1772,153367.0
1773,135318.0
1774,182542.0
1775,136696.0
1776,116284.0
1777,109059.0
1778,130062.0
1779,106703.0
1780,167759.0
1781,135090.0
1782,95412.0
1783,129351.0
1784,78050.0
1785,116897.0
1786,174843.0
1787,154457.0
1788,58574.0
1789,105053.0
1790,67740.0
1791,221617.0
1792,155927.0
1793,144531.0
1794,139596.0
1795,142576.0
1796,116538.0
1797,136028.0
1798,133527.0
1799,113134.0
1800,111183.0
1801,124181.0
1802,157210.0
1803,178143.0
1804,132589.0
1805,137837.0
1806,129059.0
1807,157046.0
1808,113690.0
1809,104315.0
1810,145793.0
1811,101679.0
1812,113978.0
1813,122970.0
1814,99856.0
1815,71493.0
1816,90694.0
1817,125610.0
1818,143753.0
1819,110372.0
1820,68597.0
1821,131369.0
1822,152661.0
1823,56341.0
1824,136224.0
1825,124160.0
1826,99247.0
1827,108978.0
1828,139590.0
1829,126182.0
1830,157813.0
1831,172662.0
1832,143834.0
1833,168154.0
1834,118332.0
1835,162064.0
1836,153809.0
1837,88426.0
1838,126423.0
1839,78394.0
1840,146849.0
1841,142740.0
1842,101474.0
1843,135692.0
1844,120401.0
1845,133003.0
1846,152958.0
1847,162275.0
1848,61898.0
1849,116244.0
1850,135692.0
1851,147730.0
1852,133406.0
1853,134383.0
1854,171133.0
1855,136515.0
1856,215796.0
1857,120765.0
1858,159693.0
1859,134970.0
1860,148786.0
1861,134561.0
1862,332234.0
1863,332234.0
1864,332234.0
1865,334333.0
1866,343974.0
1867,271914.0
1868,278947.0
1869,189055.0
1870,245374.0
1871,260479.0
1872,168764.0
1873,221993.0
1874,134664.0
1875,205008.0
1876,188872.0
1877,202837.0
1878,218261.0
1879,126243.0
1880,132589.0
1881,223915.0
1882,263305.0
1883,198120.0
1884,210547.0
1885,238235.0
1886,269405.0
1887,203361.0
1888,261744.0
1889,164447.0
1890,125097.0
1891,134847.0
1892,114935.0
1893,133288.0
1894,149293.0
1895,153634.0
1896,120263.0
1897,121154.0
1898,112612.0
1899,129120.0
1900,133638.0
1901,147663.0
1902,142441.0
1903,236912.0
1904,136035.0
1905,186248.0
1906,145208.0
1907,203024.0
1908,120401.0
1909,132560.0
1910,132560.0
1911,183661.0
1912,274335.0
1913,132041.0
1914,76063.0
1915,262230.0
1916,66823.0
1917,277389.0
1918,131701.0
1919,148141.0
1920,174406.0
1921,449804.0
1922,336401.0
1923,196507.0
1924,214386.0
1925,225119.0
1926,373976.0
1927,131202.0
1928,156631.0
1929,119365.0
1930,121428.0
1931,136553.0
1932,142604.0
1933,151530.0
1934,176543.0
1935,167529.0
1936,176543.0
1937,177612.0
1938,172616.0
1939,266674.0
1940,218384.0
1941,175883.0
1942,175741.0
1943,223110.0
1944,322044.0
1945,342893.0
1946,175237.0
1947,308671.0
1948,179082.0
1949,226666.0
1950,176933.0
1951,266451.0
1952,223210.0
1953,158311.0
1954,219317.0
1955,137775.0
1956,322889.0
1957,176200.0
1958,310779.0
1959,158763.0
1960,116610.0
1961,128827.0
1962,107670.0
1963,107670.0
1964,119090.0
1965,160607.0
1966,169564.0
1967,261744.0
1968,410452.0
1969,372240.0
1970,464830.0
1971,444758.0
1972,369270.0
1973,288986.0
1974,308768.0
1975,459108.0
1976,260800.0
1977,331016.0
1978,391552.0
1979,368463.0
1980,192948.0
1981,311441.0
1982,226488.0
1983,226488.0
1984,184888.0
1985,206352.0
1986,213952.0
1987,183531.0
1988,173349.0
1989,198120.0
1990,222175.0
1991,195221.0
1992,210322.0
1993,173514.0
1994,251910.0
1995,194481.0
1996,267678.0
1997,332733.0
1998,325912.0
1999,242646.0
2000,310507.0
2001,252818.0
2002,225200.0
2003,274266.0
2004,255288.0
2005,239316.0
2006,228762.0
2007,282205.0
2008,185866.0
2009,178512.0
2010,194481.0
2011,148920.0
2012,185559.0
2013,175130.0
2014,179167.0
2015,194481.0
2016,179223.0
2017,197215.0
2018,126550.0
2019,123367.0
2020,124109.0
2021,123367.0
2022,173814.0
2023,157088.0
2024,233350.0
2025,413993.0
2026,183272.0
2027,151480.0
2028,172968.0
2029,175130.0
2030,286094.0
2031,264042.0
2032,276646.0
2033,281000.0
2034,170469.0
2035,203464.0
2036,214022.0
2037,214022.0
2038,319588.0
2039,211312.0
2040,400329.0
2041,229620.0
2042,206418.0
2043,173073.0
2044,205276.0
2045,207626.0
2046,164203.0
2047,148358.0
2048,131243.0
2049,164589.0
2050,180232.0
2051,100078.0
2052,145017.0
2053,139588.0
2054,83177.0
2055,164558.0
2056,106909.0
2057,130588.0
2058,202906.0
2059,141659.0
2060,149339.0
2061,176734.0
2062,138633.0
2063,113975.0
2064,146403.0
2065,128277.0
2066,179944.0
2067,129794.0
2068,182542.0
2069,82658.0
2070,113015.0
2071,91317.0
2072,142842.0
2073,132038.0
2074,179195.0
2075,139635.0
2076,126105.0
2077,142441.0
2078,133527.0
2079,142456.0
2080,129595.0
2081,132647.0
2082,143912.0
2083,149695.0
2084,120208.0
2085,139588.0
2086,140357.0
2087,131605.0
2088,111505.0
2089,102491.0
2090,131687.0
2091,109747.0
2092,143651.0
2093,130606.0
2094,127625.0
2095,153897.0
2096,87248.0
2097,84674.0
2098,148500.0
2099,63007.0
2100,101681.0
2101,132163.0
2102,146027.0
2103,86990.0
2104,157559.0
2105,106920.0
2106,87720.0
2107,235509.0
2108,126550.0
2109,118368.0
2110,118104.0
2111,166417.0
2112,142697.0
2113,114497.0
2114,103601.0
2115,152133.0
2116,114091.0
2117,150075.0
2118,132067.0
2119,114162.0
2120,98875.0
2121,113095.0
2122,103486.0
2123,89929.0
2124,220102.0
2125,159821.0
2126,154128.0
2127,167829.0
2128,137736.0
2129,113856.0
2130,146860.0
2131,209002.0
2132,125545.0
2133,125520.0
2134,124099.0
2135,95934.0
2136,80535.0
2137,125873.0
2138,132010.0
2139,146373.0
2140,127217.0
2141,120401.0
2142,135692.0
2143,143919.0
2144,144591.0
2145,126353.0
2146,144860.0
2147,152783.0
2148,122661.0
2149,134189.0
2150,212785.0
2151,131274.0
2152,152354.0
2153,166548.0
2154,113558.0
2155,123484.0
2156,245566.0
2157,220254.0
2158,237283.0
2159,224996.0
2160,171577.0
2161,265538.0
2162,497455.0
2163,350366.0
2164,246192.0
2165,179925.0
2166,140124.0
2167,204001.0
2168,188872.0
2169,190115.0
2170,210547.0
2171,136787.0
2172,141301.0
2173,153133.0
2174,247497.0
2175,308744.0
2176,280680.0
2177,260616.0
2178,223799.0
2179,144087.0
2180,226424.0
2181,205008.0
2182,227474.0
2183,195221.0
2184,136968.0
2185,110826.0
2186,150709.0
2187,147298.0
2188,149191.0
2189,200771.0
2190,91849.0
2191,91849.0
2192,95885.0
2193,85282.0
2194,91540.0
2195,113027.0
2196,100279.0
2197,109009.0
2198,169363.0
2199,170086.0
2200,115298.0
2201,127533.0
2202,194171.0
2203,156258.0
2204,162699.0
2205,123214.0
2206,137446.0
2207,198424.0
2208,229965.0
2209,185622.0
2210,120401.0
2211,113771.0
2212,115105.0
2213,103005.0
2214,135144.0
2215,87418.0
2216,175041.0
2217,82806.0
2218,88780.0
2219,78081.0
2220,77516.0
2221,262230.0
2222,226686.0
2223,278469.0
2224,217320.0
2225,144256.0
2226,169639.0
2227,190172.0
2228,261239.0
2229,231578.0
2230,152473.0
2231,211592.0
2232,195467.0
2233,161733.0
2234,235860.0
2235,204140.0
2236,283006.0
2237,341449.0
2238,202316.0
2239,139075.0
2240,165121.0
2241,144272.0
2242,139135.0
2243,124332.0
2244,93033.0
2245,93033.0
2246,140043.0
2247,102560.0
2248,124492.0
2249,124670.0
2250,130518.0
2251,120850.0
2252,186075.0
2253,157308.0
2254,171144.0
2255,179445.0
2256,185476.0
2257,230545.0
2258,181404.0
2259,180138.0
2260,155048.0
2261,207661.0
2262,223889.0
2263,317870.0
2264,469796.0
2265,159664.0
2266,284901.0
2267,382379.0
2268,368830.0
2269,165322.0
2270,171244.0
2271,215884.0
2272,206900.0
2273,158864.0
2274,161046.0
2275,171929.0
2276,176375.0
2277,191820.0
2278,149695.0
2279,125783.0
2280,116610.0
2281,174253.0
2282,173888.0
2283,107670.0
2284,129688.0
2285,169320.0
2286,127018.0
2287,335146.0
2288,284159.0
2289,372222.0
2290,452335.0
2291,314489.0
2292,385602.0
2293,482518.0
2294,448269.0
2295,484474.0
2296,304888.0
2297,291123.0
2298,333180.0
2299,384695.0
2300,317478.0
2301,255288.0
2302,227816.0
2303,269341.0
2304,269175.0
2305,172537.0
2306,172537.0
2307,175538.0
2308,246104.0
2309,282285.0
2310,226488.0
2311,194064.0
2312,181371.0
2313,174394.0
2314,177424.0
2315,174052.0
2316,188786.0
2317,175538.0
2318,175387.0
2319,180221.0
2320,186748.0
2321,246534.0
2322,186748.0
2323,171292.0
2324,164437.0
2325,221035.0
2326,164437.0
2327,221875.0
2328,222175.0
2329,178512.0
2330,180503.0
2331,347683.0
2332,426213.0
2333,321942.0
2334,266114.0
2335,263156.0
2336,319054.0
2337,195221.0
2338,261744.0
2339,247873.0
2340,381685.0
2341,224899.0
2342,246104.0
2343,219547.0
2344,240848.0
2345,269175.0
2346,228762.0
2347,192948.0
2348,231578.0
2349,168938.0
2350,255288.0
2351,248378.0
2352,284524.0
2353,235997.0
2354,142102.0
2355,167604.0
2356,150398.0
2357,207644.0
2358,192383.0
2359,125478.0
2360,126243.0
2361,138987.0
2362,263378.0
2363,139135.0
2364,144899.0
2365,225202.0
2366,209199.0
2367,247555.0
2368,192948.0
2369,246104.0
2370,172889.0
2371,175130.0
2372,191662.0
2373,259303.0
2374,294420.0
2375,248428.0
2376,267923.0
2377,313577.0
2378,144420.0
2379,202052.0
2380,139372.0
2381,160118.0
2382,189661.0
2383,220857.0
2384,237811.0
2385,151906.0
2386,139635.0
2387,127960.0
2388,115061.0
2389,131152.0
2390,135985.0
2391,131813.0
2392,124897.0
2393,175505.0
2394,147482.0
2395,198102.0
2396,145061.0
2397,195103.0
2398,119703.0
2399,69559.0
2400,60229.0
2401,119508.0
2402,136108.0
2403,168678.0
2404,139140.0
2405,156954.0
2406,131550.0
2407,131202.0
2408,141152.0
2409,139731.0
2410,184206.0
2411,125783.0
2412,146259.0
2413,139726.0
2414,125364.0
2415,168183.0
2416,135147.0
2417,134530.0
2418,125783.0
2419,145684.0
2420,123748.0
2421,147120.0
2422,122319.0
2423,103577.0
2424,150776.0
2425,217840.0
2426,127826.0
2427,111536.0
2428,179726.0
2429,124994.0
2430,132534.0
2431,122268.0
2432,133527.0
2433,141659.0
2434,142297.0
2435,147808.0
2436,100082.0
2437,123367.0
2438,124897.0
2439,113863.0
2440,132737.0
2441,113780.0
2442,106732.0
2443,116859.0
2444,113942.0
2445,88570.0
2446,127622.0
2447,187633.0
2448,144864.0
2449,113801.0
2450,155174.0
2451,115999.0
2452,190998.0
2453,91791.0
2454,101527.0
2455,102460.0
2456,134262.0
2457,121785.0
2458,111909.0
2459,114028.0
2460,145155.0
2461,118130.0
2462,126697.0
2463,124467.0
2464,172176.0
2465,132301.0
2466,125451.0
2467,144228.0
2468,99254.0
2469,108390.0
2470,209326.0
2471,208872.0
2472,166500.0
2473,129483.0
2474,118415.0
2475,228035.0
2476,116683.0
2477,126577.0
2478,166075.0
2479,122432.0
2480,133123.0
2481,133527.0
2482,123846.0
2483,124897.0
2484,131243.0
2485,125783.0
2486,142735.0
2487,183801.0
2488,147109.0
2489,143616.0
2490,141659.0
2491,89594.0
2492,177216.0
2493,120760.0
2494,157760.0
2495,95373.0
2496,228971.0
2497,150282.0
2498,123367.0
2499,91622.0
2500,134016.0
2501,147463.0
2502,143862.0
2503,108364.0
2504,193861.0
2505,217407.0
2506,282205.0
2507,356431.0
2508,282205.0
2509,225200.0
2510,245155.0
2511,184681.0
2512,207037.0
2513,206944.0
2514,235239.0
2515,144109.0
2516,156637.0
2517,134664.0
2518,144969.0
2519,210790.0
2520,198228.0
2521,192491.0
2522,210790.0
2523,130653.0
2524,136497.0
2525,134393.0
2526,139789.0
2527,126243.0
2528,129864.0
2529,129371.0
2530,100381.0
2531,231666.0
2532,218165.0
2533,198120.0
2534,244819.0
2535,315935.0
2536,222175.0
2537,225925.0
2538,180221.0
2539,183492.0
2540,175538.0
2541,182070.0
2542,159720.0
2543,125783.0
2544,132882.0
2545,127233.0
2546,154886.0
2547,139520.0
2548,159693.0
2549,154059.0
2550,728315.0
2551,134847.0
2552,126353.0
2553,91849.0
2554,126843.0
2555,101486.0
2556,105363.0
2557,116225.0
2558,187532.0
2559,146459.0
2560,120804.0
2561,128389.0
2562,122621.0
2563,132304.0
2564,173919.0
2565,117946.0
2566,126890.0
2567,131845.0
2568,188537.0
2569,180037.0
2570,120401.0
2571,173252.0
2572,199819.0
2573,216683.0
2574,267745.0
2575,133895.0
2576,124516.0
2577,150094.0
2578,107844.0
2579,72888.0
2580,111941.0
2581,131974.0
2582,108002.0
2583,246104.0
2584,151852.0
2585,180575.0
2586,192162.0
2587,203343.0
2588,158051.0
2589,139520.0
2590,214170.0
2591,191609.0
2592,238511.0
2593,246104.0
2594,177173.0
2595,217127.0
2596,317417.0
2597,194929.0
2598,263725.0
2599,338100.0
2600,153616.0
2601,146827.0
2602,93033.0
2603,93033.0
2604,83958.0
2605,93181.0
2606,132840.0
2607,161046.0
2608,165464.0
2609,149166.0
2610,108321.0
2611,153887.0
2612,146627.0
2613,124492.0
2614,125058.0
2615,156712.0
2616,137158.0
2617,175978.0
2618,185444.0
2619,239932.0
2620,174020.0
2621,177968.0
2622,189485.0
2623,271201.0
2624,296342.0
2625,366986.0
2626,165121.0
2627,207661.0
2628,430537.0
2629,567318.0
2630,352302.0
2631,472917.0
2632,430537.0
2633,304342.0
2634,361744.0
2635,142189.0
2636,201585.0
2637,164713.0
2638,258137.0
2639,185223.0
2640,152337.0
2641,118605.0
2642,194045.0
2643,118629.0
2644,139169.0
2645,107670.0
2646,107597.0
2647,107670.0
2648,149428.0
2649,136538.0
2650,168850.0
2651,160607.0
2652,410887.0
2653,260800.0
2654,255627.0
2655,349480.0
2656,316005.0
2657,324288.0
2658,280144.0
2659,312259.0
2660,343569.0
2661,320705.0
2662,316679.0
2663,271599.0
2664,282285.0
2665,320524.0
2666,298987.0
2667,168764.0
2668,184470.0
2669,175538.0
2670,304378.0
2671,184470.0
2672,184872.0
2673,204165.0
2674,205552.0
2675,180248.0
2676,189448.0
2677,192215.0
2678,275168.0
2679,272262.0
2680,285135.0
2681,467490.0
2682,368568.0
2683,581682.0
2684,315748.0
2685,369830.0
2686,255335.0
2687,276596.0
2688,246168.0
2689,219259.0
2690,432586.0
2691,183747.0
2692,143200.0
2693,195349.0
2694,143057.0
2695,197504.0
2696,187171.0
2697,192439.0
2698,183236.0
2699,177356.0
2700,163392.0
2701,156918.0
2702,132478.0
2703,154450.0
2704,136087.0
2705,126550.0
2706,124897.0
2707,131243.0
2708,133527.0
2709,114506.0
2710,125783.0
2711,285308.0
2712,376834.0
2713,176380.0
2714,165455.0
2715,173230.0
2716,156667.0
2717,180633.0
2718,244819.0
2719,149028.0
2720,181599.0
2721,141152.0
2722,157207.0
2723,139372.0
2724,124323.0
2725,135692.0
2726,139731.0
2727,164667.0
2728,159559.0
2729,147805.0
2730,142297.0
2731,118519.0
2732,118556.0
2733,159310.0
2734,160700.0
2735,134780.0
2736,136959.0
2737,122844.0
2738,164977.0
2739,155524.0
2740,144220.0
2741,142735.0
2742,155631.0
2743,139960.0
2744,143531.0
2745,134898.0
2746,127737.0
2747,148279.0
2748,121768.0
2749,127217.0
2750,133657.0
2751,120645.0
2752,229478.0
2753,150130.0
2754,192891.0
2755,138805.0
2756,70194.0
2757,74084.0
2758,75611.0
2759,151120.0
2760,132398.0
2761,142086.0
2762,144087.0
2763,186718.0
2764,156817.0
2765,261375.0
2766,128359.0
2767,90987.0
2768,152455.0
2769,140043.0
2770,165229.0
2771,123367.0
2772,122078.0
2773,130820.0
2774,149443.0
2775,137542.0
2776,133496.0
2777,148187.0
2778,123917.0
2779,122402.0
2780,118458.0
2781,106432.0
2782,85519.0
2783,97391.0
2784,129778.0
2785,142826.0
2786,62580.0
2787,124877.0
2788,78622.0
2789,207165.0
2790,94315.0
2791,131813.0
2792,81750.0
2793,155395.0
2794,95085.0
2795,117409.0
2796,106254.0
2797,227072.0
2798,118626.0
2799,102026.0
2800,78038.0
2801,113612.0
2802,136014.0
2803,211679.0
2804,137062.0
2805,89000.0
2806,112398.0
2807,175137.0
2808,141152.0
2809,131550.0
2810,135692.0
2811,159310.0
2812,140174.0
2813,182530.0
2814,177272.0
2815,107216.0
2816,244724.0
2817,132677.0
2818,124282.0
2819,168146.0
2820,126538.0
2821,118958.0
2822,183687.0
2823,287121.0
2824,169791.0
2825,130369.0
2826,133657.0
2827,151140.0
2828,215886.0
2829,183548.0
2830,248088.0
2831,183799.0
2832,224226.0
2833,259470.0
2834,213282.0
2835,222200.0
2836,187171.0
2837,168536.0
2838,150398.0
2839,173349.0
2840,202837.0
2841,198228.0
2842,203464.0
2843,138685.0
2844,155485.0
2845,123910.0
2846,202851.0
2847,188872.0
2848,225925.0
2849,210547.0
2850,281386.0
2851,237107.0
2852,235063.0
2853,222175.0
2854,144087.0
2855,191297.0
2856,202422.0
2857,187171.0
2858,192948.0
2859,122300.0
2860,124282.0
2861,141659.0
2862,198120.0
2863,130505.0
2864,260616.0
2865,134847.0
2866,190518.0
2867,89228.0
2868,136920.0
2869,133838.0
2870,137437.0
2871,106972.0
2872,62580.0
2873,94291.0
2874,146972.0
2875,128516.0
2876,148451.0
2877,138950.0
2878,167634.0
2879,134371.0
2880,121277.0
2881,142092.0
2882,139876.0
2883,172802.0
2884,185865.0
2885,163856.0
2886,190412.0
2887,115892.0
2888,132737.0
2889,67183.0
2890,81570.0
2891,158383.0
2892,60229.0
2893,118421.0
2894,59033.0
2895,255564.0
2896,253826.0
2897,189540.0
2898,192850.0
2899,243869.0
2900,156102.0
2901,194989.0
2902,179812.0
2903,317305.0
2904,333180.0
2905,107393.0
2906,199769.0
2907,114751.0
2908,123712.0
2909,168315.0
2910,82214.0
2911,93033.0
2912,141112.0
2913,93033.0
2914,83958.0
2915,83958.0
2916,93033.0
2917,149443.0
2918,125074.0
2919,233263.0
